# 43_Name the capital cities of German federal states (current) [16/16 answers]
QueryID	Concept	Label	HRank
43.1	http://dbpedia.org/resource/Brandenburg	potsdam	5
43.2	http://dbpedia.org/resource/Bavaria	munich	5
43.3	http://dbpedia.org/resource/Lower_Saxony	hanover	5
43.4	http://dbpedia.org/resource/Rhineland-Palatinate	mainz	5
43.5	http://dbpedia.org/resource/Saarland	saarbrücken	5
43.6	http://dbpedia.org/resource/Schleswig-Holstein	kiel	5
43.7	http://dbpedia.org/resource/Saxony	dresden	5
43.8	http://dbpedia.org/resource/Thuringia	erfurt	5
43.9	http://dbpedia.org/resource/Saxony-Anhalt	magdeburg	5
43.10	http://dbpedia.org/resource/Mecklenburg-Vorpommern	schwerin	5
43.11	http://dbpedia.org/resource/Hesse	wiesbaden	5
43.12	http://dbpedia.org/resource/North_Rhine-Westphalia	düsseldorf	5
43.13	http://dbpedia.org/resource/Baden-W%C3%BCrttemberg	stuttgart	5
43.14	http://dbpedia.org/resource/Bremen_(state)	bremen	5
43.15	http://dbpedia.org/resource/W%C3%BCrttemberg-Hohenzollern	tübingen	5
43.16	http://dbpedia.org/resource/South_Baden	freiburg	4
