# 12_Name the genera of European broadleaf trees [17/42 answers]
QueryID	Concept	Label	HRank
12.1	http://dbpedia.org/resource/Ficus	ficus|ficus|ficus	5
12.2	http://dbpedia.org/resource/Quercus_robur	quercus|quercus|quercus	5
12.3	http://dbpedia.org/resource/Fraxinus_excelsior	fraxinus|fraxinus|fraxinus	5
12.4	http://dbpedia.org/resource/Fagus_sylvatica	fagus|fagus|fagus	5
12.5	http://dbpedia.org/resource/Ulmus_glabra	ulmus|ulmus|ulmus	5
12.6	http://dbpedia.org/resource/Mountain_Pine	pinus|pinus|pinus	5
12.7	http://dbpedia.org/resource/Tilia_platyphyllos	tilia|tilia|tilia	5
12.8	http://dbpedia.org/resource/Crataegus_monogyna	crataegus|crataegus|crataegus	5
12.9	http://dbpedia.org/resource/Abies_alba	abies|abies|abies	1
12.10	http://dbpedia.org/resource/Populus_nigra	populus|populus|populus	5
12.11	http://dbpedia.org/resource/Sorbus_chamaemespilus	sorbus|sorbus|sorbus	5
12.12	http://dbpedia.org/resource/Larix_decidua	larix|larix|larix	5
12.13	http://dbpedia.org/resource/Arbutus_unedo	arbutus|arbutus|arbutus	5
12.14	http://dbpedia.org/resource/Ilex_aquifolium	ilex|ilex|ilex	5
12.15	http://dbpedia.org/resource/Acer_opalus	acer|acer|acer	5
12.16	http://dbpedia.org/resource/Myrica_faya	myrica|myrica|myrica	5
12.17	http://dbpedia.org/resource/Tamarix_gallica	tamarix|tamarix|tamarix	1
